"military_annual_salary","years_of_service","rank_level","rank_category_binary","branch_army","branch_navy","skill_ordinal","civilian_salary_multiple","experience_level"
41736,2,3,0,0,1,6,1.59454667433391,"Entry"
41736,2,3,0,0,0,6,1.59454667433391,"Entry"
41736,2,3,0,1,0,2,1.59454667433391,"Entry"
41736,2,3,0,0,0,2,1.59454667433391,"Entry"
41736,2,3,0,1,0,5,1.59454667433391,"Entry"
41736,2,3,0,1,0,5,1.59454667433391,"Entry"
41736,2,3,0,0,1,5,1.59454667433391,"Entry"
41736,2,3,0,0,0,5,1.59454667433391,"Entry"
41736,2,3,0,1,0,4,1.59454667433391,"Entry"
41736,2,3,0,1,0,2,1.59454667433391,"Entry"
41736,2,3,0,0,1,4,1.59454667433391,"Entry"
41736,2,3,0,0,0,4,1.59454667433391,"Entry"
41736,2,3,0,1,0,6,1.59454667433391,"Entry"
41736,2,3,0,1,0,6,1.59454667433391,"Entry"
41736,2,3,0,0,1,6,1.59454667433391,"Entry"
41736,2,3,0,0,1,6,1.59454667433391,"Entry"
41736,2,3,0,0,0,6,1.59454667433391,"Entry"
41736,2,3,0,1,0,3,1.59454667433391,"Entry"
41736,2,3,0,0,1,3,1.59454667433391,"Entry"
41736,2,3,0,0,1,3,1.59454667433391,"Entry"
41736,2,3,0,0,0,6,1.59454667433391,"Entry"
41736,2,3,0,1,0,1,1.59454667433391,"Entry"
41736,2,3,0,0,1,1,1.59454667433391,"Entry"
41736,2,3,0,0,0,1,1.59454667433391,"Entry"
45984,4,3,0,1,0,6,1.44724251913709,"Mid"
45984,4,3,0,0,1,6,1.44724251913709,"Mid"
45984,4,3,0,0,0,6,1.44724251913709,"Mid"
45984,4,3,0,1,0,2,1.44724251913709,"Mid"
45984,4,3,0,0,1,2,1.44724251913709,"Mid"
45984,4,3,0,0,1,2,1.44724251913709,"Mid"
45984,4,3,0,0,0,2,1.44724251913709,"Mid"
45984,4,3,0,1,0,5,1.44724251913709,"Mid"
45984,4,3,0,1,0,5,1.44724251913709,"Mid"
45984,4,3,0,0,1,5,1.44724251913709,"Mid"
45984,4,3,0,0,1,5,1.44724251913709,"Mid"
45984,4,3,0,0,0,5,1.44724251913709,"Mid"
45984,4,3,0,1,0,4,1.44724251913709,"Mid"
45984,4,3,0,0,1,4,1.44724251913709,"Mid"
45984,4,3,0,1,0,6,1.44724251913709,"Mid"
45984,4,3,0,0,1,6,1.44724251913709,"Mid"
45984,4,3,0,0,1,6,1.44724251913709,"Mid"
45984,4,3,0,0,0,6,1.44724251913709,"Mid"
45984,4,3,0,0,1,3,1.44724251913709,"Mid"
45984,4,3,0,0,1,3,1.44724251913709,"Mid"
45984,4,3,0,0,0,3,1.44724251913709,"Mid"
45984,4,3,0,1,0,6,1.44724251913709,"Mid"
45984,4,3,0,0,1,1,1.44724251913709,"Mid"
48504,6,3,0,1,0,6,1.37205178954313,"Mid"
48504,6,3,0,0,1,6,1.37205178954313,"Mid"
48504,6,3,0,0,1,6,1.37205178954313,"Mid"
48504,6,3,0,0,0,6,1.37205178954313,"Mid"
48504,6,3,0,0,0,6,1.37205178954313,"Mid"
48504,6,3,0,1,0,2,1.37205178954313,"Mid"
48504,6,3,0,1,0,2,1.37205178954313,"Mid"
48504,6,3,0,0,1,2,1.37205178954313,"Mid"
48504,6,3,0,0,1,2,1.37205178954313,"Mid"
48504,6,3,0,0,0,2,1.37205178954313,"Mid"
48504,6,3,0,1,0,5,1.37205178954313,"Mid"
48504,6,3,0,1,0,5,1.37205178954313,"Mid"
48504,6,3,0,0,1,5,1.37205178954313,"Mid"
48504,6,3,0,0,1,5,1.37205178954313,"Mid"
48504,6,3,0,0,0,5,1.37205178954313,"Mid"
48504,6,3,0,1,0,4,1.37205178954313,"Mid"
48504,6,3,0,1,0,2,1.37205178954313,"Mid"
48504,6,3,0,0,1,4,1.37205178954313,"Mid"
48504,6,3,0,0,1,4,1.37205178954313,"Mid"
48504,6,3,0,0,0,4,1.37205178954313,"Mid"
48504,6,3,0,1,0,6,1.37205178954313,"Mid"
48504,6,3,0,1,0,6,1.37205178954313,"Mid"
48504,6,3,0,0,1,6,1.37205178954313,"Mid"
48504,6,3,0,0,1,6,1.37205178954313,"Mid"
48504,6,3,0,0,0,6,1.37205178954313,"Mid"
48504,6,3,0,1,0,3,1.37205178954313,"Mid"
48504,6,3,0,1,0,3,1.37205178954313,"Mid"
48504,6,3,0,0,0,3,1.37205178954313,"Mid"
48504,6,3,0,0,1,6,1.37205178954313,"Mid"
48504,6,3,0,0,0,6,1.37205178954313,"Mid"
48504,6,3,0,0,1,1,1.37205178954313,"Mid"
51432,8,3,0,1,0,6,1.29394151501011,"Mid"
51432,8,3,0,0,1,6,1.29394151501011,"Mid"
51432,8,3,0,0,0,6,1.29394151501011,"Mid"
51432,8,3,0,0,0,2,1.29394151501011,"Mid"
51432,8,3,0,1,0,5,1.29394151501011,"Mid"
51432,8,3,0,1,0,5,1.29394151501011,"Mid"
51432,8,3,0,0,1,5,1.29394151501011,"Mid"
51432,8,3,0,0,1,5,1.29394151501011,"Mid"
51432,8,3,0,0,0,5,1.29394151501011,"Mid"
51432,8,3,0,1,0,2,1.29394151501011,"Mid"
51432,8,3,0,0,1,4,1.29394151501011,"Mid"
51432,8,3,0,0,1,4,1.29394151501011,"Mid"
51432,8,3,0,1,0,6,1.29394151501011,"Mid"
51432,8,3,0,1,0,6,1.29394151501011,"Mid"
51432,8,3,0,0,1,6,1.29394151501011,"Mid"
51432,8,3,0,0,0,6,1.29394151501011,"Mid"
51432,8,3,0,1,0,3,1.29394151501011,"Mid"
51432,8,3,0,1,0,3,1.29394151501011,"Mid"
51432,8,3,0,0,1,3,1.29394151501011,"Mid"
51432,8,3,0,1,0,6,1.29394151501011,"Mid"
51432,8,3,0,0,1,6,1.29394151501011,"Mid"
51432,8,3,0,0,1,1,1.29394151501011,"Mid"
51432,8,3,0,0,0,1,1.29394151501011,"Mid"
54360,10,3,0,1,0,6,1.22424576894776,"Mid"
54360,10,3,0,1,0,6,1.22424576894776,"Mid"
54360,10,3,0,0,1,6,1.22424576894776,"Mid"
54360,10,3,0,0,0,6,1.22424576894776,"Mid"
54360,10,3,0,0,0,6,1.22424576894776,"Mid"
54360,10,3,0,1,0,2,1.22424576894776,"Mid"
54360,10,3,0,0,1,2,1.22424576894776,"Mid"
54360,10,3,0,0,0,2,1.22424576894776,"Mid"
54360,10,3,0,1,0,5,1.22424576894776,"Mid"
54360,10,3,0,0,1,5,1.22424576894776,"Mid"
54360,10,3,0,0,1,5,1.22424576894776,"Mid"
54360,10,3,0,0,0,5,1.22424576894776,"Mid"
54360,10,3,0,1,0,4,1.22424576894776,"Mid"
54360,10,3,0,0,1,4,1.22424576894776,"Mid"
54360,10,3,0,0,1,4,1.22424576894776,"Mid"
54360,10,3,0,0,0,4,1.22424576894776,"Mid"
54360,10,3,0,1,0,6,1.22424576894776,"Mid"
54360,10,3,0,1,0,6,1.22424576894776,"Mid"
54360,10,3,0,0,1,6,1.22424576894776,"Mid"
54360,10,3,0,0,0,6,1.22424576894776,"Mid"
54360,10,3,0,1,0,3,1.22424576894776,"Mid"
54360,10,3,0,0,1,3,1.22424576894776,"Mid"
54360,10,3,0,0,1,3,1.22424576894776,"Mid"
54360,10,3,0,0,0,3,1.22424576894776,"Mid"
54360,10,3,0,1,0,6,1.22424576894776,"Mid"
54360,10,3,0,0,1,6,1.22424576894776,"Mid"
54360,10,3,0,0,0,6,1.22424576894776,"Mid"
54360,10,3,0,1,0,1,1.22424576894776,"Mid"
54360,10,3,0,0,1,1,1.22424576894776,"Mid"
54360,10,3,0,0,0,1,1.22424576894776,"Mid"
57600,12,3,0,1,0,6,1.15538194444444,"Senior"
57600,12,3,0,0,1,6,1.15538194444444,"Senior"
57600,12,3,0,0,1,6,1.15538194444444,"Senior"
57600,12,3,0,0,0,6,1.15538194444444,"Senior"
57600,12,3,0,1,0,2,1.15538194444444,"Senior"
57600,12,3,0,0,1,2,1.15538194444444,"Senior"
57600,12,3,0,0,1,2,1.15538194444444,"Senior"
57600,12,3,0,0,0,2,1.15538194444444,"Senior"
57600,12,3,0,1,0,5,1.15538194444444,"Senior"
57600,12,3,0,1,0,5,1.15538194444444,"Senior"
57600,12,3,0,0,1,5,1.15538194444444,"Senior"
57600,12,3,0,0,1,5,1.15538194444444,"Senior"
57600,12,3,0,1,0,4,1.15538194444444,"Senior"
57600,12,3,0,1,0,2,1.15538194444444,"Senior"
57600,12,3,0,0,1,4,1.15538194444444,"Senior"
57600,12,3,0,0,0,4,1.15538194444444,"Senior"
57600,12,3,0,1,0,6,1.15538194444444,"Senior"
57600,12,3,0,1,0,6,1.15538194444444,"Senior"
57600,12,3,0,0,1,6,1.15538194444444,"Senior"
57600,12,3,0,0,1,6,1.15538194444444,"Senior"
57600,12,3,0,0,0,6,1.15538194444444,"Senior"
57600,12,3,0,1,0,3,1.15538194444444,"Senior"
57600,12,3,0,1,0,3,1.15538194444444,"Senior"
57600,12,3,0,0,1,3,1.15538194444444,"Senior"
57600,12,3,0,0,1,6,1.15538194444444,"Senior"
57600,12,3,0,0,0,6,1.15538194444444,"Senior"
57600,12,3,0,0,1,1,1.15538194444444,"Senior"
57600,12,3,0,0,0,1,1.15538194444444,"Senior"
60936,14,3,0,1,0,6,1.09212944728896,"Senior"
60936,14,3,0,1,0,6,1.09212944728896,"Senior"
60936,14,3,0,0,1,6,1.09212944728896,"Senior"
60936,14,3,0,1,0,2,1.09212944728896,"Senior"
60936,14,3,0,0,1,2,1.09212944728896,"Senior"
60936,14,3,0,0,0,2,1.09212944728896,"Senior"
60936,14,3,0,1,0,5,1.09212944728896,"Senior"
60936,14,3,0,1,0,5,1.09212944728896,"Senior"
60936,14,3,0,0,1,5,1.09212944728896,"Senior"
60936,14,3,0,0,1,5,1.09212944728896,"Senior"
60936,14,3,0,1,0,2,1.09212944728896,"Senior"
60936,14,3,0,0,1,4,1.09212944728896,"Senior"
60936,14,3,0,0,1,4,1.09212944728896,"Senior"
60936,14,3,0,1,0,6,1.09212944728896,"Senior"
60936,14,3,0,1,0,6,1.09212944728896,"Senior"
60936,14,3,0,0,1,6,1.09212944728896,"Senior"
60936,14,3,0,0,1,6,1.09212944728896,"Senior"
60936,14,3,0,0,0,6,1.09212944728896,"Senior"
60936,14,3,0,1,0,3,1.09212944728896,"Senior"
60936,14,3,0,1,0,3,1.09212944728896,"Senior"
60936,14,3,0,0,1,3,1.09212944728896,"Senior"
60936,14,3,0,0,1,3,1.09212944728896,"Senior"
60936,14,3,0,0,0,3,1.09212944728896,"Senior"
60936,14,3,0,0,1,6,1.09212944728896,"Senior"
60936,14,3,0,0,0,6,1.09212944728896,"Senior"
60936,14,3,0,1,0,1,1.09212944728896,"Senior"
60936,14,3,0,0,1,1,1.09212944728896,"Senior"
60936,14,3,0,0,0,1,1.09212944728896,"Senior"
64368,16,3,0,1,0,6,1.03389883171762,"Senior"
64368,16,3,0,1,0,6,1.03389883171762,"Senior"
64368,16,3,0,0,1,6,1.03389883171762,"Senior"
64368,16,3,0,0,1,6,1.03389883171762,"Senior"
64368,16,3,0,1,0,2,1.03389883171762,"Senior"
64368,16,3,0,1,0,2,1.03389883171762,"Senior"
64368,16,3,0,0,1,2,1.03389883171762,"Senior"
64368,16,3,0,1,0,5,1.03389883171762,"Senior"
64368,16,3,0,0,1,5,1.03389883171762,"Senior"
64368,16,3,0,0,1,5,1.03389883171762,"Senior"
64368,16,3,0,0,0,5,1.03389883171762,"Senior"
64368,16,3,0,1,0,2,1.03389883171762,"Senior"
64368,16,3,0,0,1,4,1.03389883171762,"Senior"
64368,16,3,0,0,0,4,1.03389883171762,"Senior"
64368,16,3,0,0,1,6,1.03389883171762,"Senior"
64368,16,3,0,0,1,6,1.03389883171762,"Senior"
64368,16,3,0,0,0,6,1.03389883171762,"Senior"
64368,16,3,0,1,0,3,1.03389883171762,"Senior"
64368,16,3,0,1,0,3,1.03389883171762,"Senior"
64368,16,3,0,0,1,3,1.03389883171762,"Senior"
64368,16,3,0,0,1,3,1.03389883171762,"Senior"
64368,16,3,0,0,0,3,1.03389883171762,"Senior"
64368,16,3,0,1,0,6,1.03389883171762,"Senior"
64368,16,3,0,0,0,6,1.03389883171762,"Senior"
64368,16,3,0,1,0,1,1.03389883171762,"Senior"
67800,18,3,0,1,0,6,0.981563421828909,"Senior"
67800,18,3,0,0,1,6,0.981563421828909,"Senior"
67800,18,3,0,0,1,6,0.981563421828909,"Senior"
67800,18,3,0,0,0,6,0.981563421828909,"Senior"
67800,18,3,0,1,0,2,0.981563421828909,"Senior"
67800,18,3,0,0,1,2,0.981563421828909,"Senior"
67800,18,3,0,0,0,2,0.981563421828909,"Senior"
67800,18,3,0,1,0,5,0.981563421828909,"Senior"
67800,18,3,0,1,0,5,0.981563421828909,"Senior"
67800,18,3,0,0,0,5,0.981563421828909,"Senior"
67800,18,3,0,1,0,2,0.981563421828909,"Senior"
67800,18,3,0,0,1,4,0.981563421828909,"Senior"
67800,18,3,0,0,1,4,0.981563421828909,"Senior"
67800,18,3,0,0,0,4,0.981563421828909,"Senior"
67800,18,3,0,1,0,6,0.981563421828909,"Senior"
67800,18,3,0,1,0,6,0.981563421828909,"Senior"
67800,18,3,0,0,1,6,0.981563421828909,"Senior"
67800,18,3,0,0,0,6,0.981563421828909,"Senior"
67800,18,3,0,1,0,3,0.981563421828909,"Senior"
67800,18,3,0,1,0,3,0.981563421828909,"Senior"
67800,18,3,0,0,1,3,0.981563421828909,"Senior"
67800,18,3,0,0,1,3,0.981563421828909,"Senior"
67800,18,3,0,0,0,3,0.981563421828909,"Senior"
67800,18,3,0,1,0,6,0.981563421828909,"Senior"
67800,18,3,0,0,1,6,0.981563421828909,"Senior"
67800,18,3,0,0,0,6,0.981563421828909,"Senior"
67800,18,3,0,1,0,1,0.981563421828909,"Senior"
67800,18,3,0,0,1,1,0.981563421828909,"Senior"
67800,18,3,0,0,0,1,0.981563421828909,"Senior"
46560,2,3,0,1,0,6,1.42933848797251,"Entry"
46560,2,3,0,0,1,6,1.42933848797251,"Entry"
46560,2,3,0,0,0,6,1.42933848797251,"Entry"
46560,2,3,0,0,0,6,1.42933848797251,"Entry"
46560,2,3,0,1,0,2,1.42933848797251,"Entry"
46560,2,3,0,0,1,2,1.42933848797251,"Entry"
46560,2,3,0,0,1,2,1.42933848797251,"Entry"
46560,2,3,0,0,0,2,1.42933848797251,"Entry"
46560,2,3,0,1,0,5,1.42933848797251,"Entry"
46560,2,3,0,1,0,5,1.42933848797251,"Entry"
46560,2,3,0,0,1,5,1.42933848797251,"Entry"
46560,2,3,0,0,0,5,1.42933848797251,"Entry"
46560,2,3,0,1,0,4,1.42933848797251,"Entry"
46560,2,3,0,1,0,2,1.42933848797251,"Entry"
46560,2,3,0,0,1,4,1.42933848797251,"Entry"
46560,2,3,0,0,0,4,1.42933848797251,"Entry"
46560,2,3,0,1,0,6,1.42933848797251,"Entry"
46560,2,3,0,0,1,6,1.42933848797251,"Entry"
46560,2,3,0,0,1,6,1.42933848797251,"Entry"
46560,2,3,0,0,0,6,1.42933848797251,"Entry"
46560,2,3,0,1,0,3,1.42933848797251,"Entry"
46560,2,3,0,0,0,3,1.42933848797251,"Entry"
46560,2,3,0,1,0,6,1.42933848797251,"Entry"
46560,2,3,0,0,1,6,1.42933848797251,"Entry"
46560,2,3,0,0,0,6,1.42933848797251,"Entry"
46560,2,3,0,1,0,1,1.42933848797251,"Entry"
46560,2,3,0,0,1,1,1.42933848797251,"Entry"
46560,2,3,0,0,0,1,1.42933848797251,"Entry"
51912,4,3,0,1,0,6,1.28197719217137,"Mid"
51912,4,3,0,0,1,6,1.28197719217137,"Mid"
51912,4,3,0,0,0,6,1.28197719217137,"Mid"
51912,4,3,0,1,0,2,1.28197719217137,"Mid"
51912,4,3,0,1,0,2,1.28197719217137,"Mid"
51912,4,3,0,0,1,2,1.28197719217137,"Mid"
51912,4,3,0,0,0,2,1.28197719217137,"Mid"
51912,4,3,0,1,0,5,1.28197719217137,"Mid"
51912,4,3,0,0,1,5,1.28197719217137,"Mid"
51912,4,3,0,0,0,5,1.28197719217137,"Mid"
51912,4,3,0,1,0,4,1.28197719217137,"Mid"
51912,4,3,0,0,1,4,1.28197719217137,"Mid"
51912,4,3,0,0,0,4,1.28197719217137,"Mid"
51912,4,3,0,1,0,6,1.28197719217137,"Mid"
51912,4,3,0,0,1,6,1.28197719217137,"Mid"
51912,4,3,0,0,1,6,1.28197719217137,"Mid"
51912,4,3,0,0,0,6,1.28197719217137,"Mid"
51912,4,3,0,1,0,3,1.28197719217137,"Mid"
51912,4,3,0,0,1,3,1.28197719217137,"Mid"
51912,4,3,0,0,1,3,1.28197719217137,"Mid"
51912,4,3,0,0,0,3,1.28197719217137,"Mid"
51912,4,3,0,0,0,6,1.28197719217137,"Mid"
51912,4,3,0,1,0,1,1.28197719217137,"Mid"
51912,4,3,0,0,1,1,1.28197719217137,"Mid"
51912,4,3,0,0,0,1,1.28197719217137,"Mid"
55344,6,3,0,1,0,6,1.20247904018502,"Mid"
55344,6,3,0,1,0,6,1.20247904018502,"Mid"
55344,6,3,0,0,1,6,1.20247904018502,"Mid"
55344,6,3,0,0,0,6,1.20247904018502,"Mid"
55344,6,3,0,0,0,6,1.20247904018502,"Mid"
55344,6,3,0,1,0,2,1.20247904018502,"Mid"
55344,6,3,0,1,0,2,1.20247904018502,"Mid"
55344,6,3,0,0,1,2,1.20247904018502,"Mid"
55344,6,3,0,0,1,2,1.20247904018502,"Mid"
55344,6,3,0,1,0,5,1.20247904018502,"Mid"
55344,6,3,0,0,1,5,1.20247904018502,"Mid"
55344,6,3,0,0,1,5,1.20247904018502,"Mid"
55344,6,3,0,0,0,5,1.20247904018502,"Mid"
55344,6,3,0,1,0,4,1.20247904018502,"Mid"
55344,6,3,0,0,1,4,1.20247904018502,"Mid"
55344,6,3,0,0,1,4,1.20247904018502,"Mid"
55344,6,3,0,0,0,4,1.20247904018502,"Mid"
55344,6,3,0,1,0,6,1.20247904018502,"Mid"
55344,6,3,0,0,1,6,1.20247904018502,"Mid"
55344,6,3,0,0,0,6,1.20247904018502,"Mid"
55344,6,3,0,1,0,3,1.20247904018502,"Mid"
55344,6,3,0,1,0,3,1.20247904018502,"Mid"
55344,6,3,0,1,0,6,1.20247904018502,"Mid"
55344,6,3,0,0,1,6,1.20247904018502,"Mid"
55344,6,3,0,0,0,6,1.20247904018502,"Mid"
55344,6,3,0,0,1,1,1.20247904018502,"Mid"
55344,6,3,0,0,0,1,1.20247904018502,"Mid"
59016,8,3,0,1,0,6,1.12766029551308,"Mid"
59016,8,3,0,0,1,6,1.12766029551308,"Mid"
59016,8,3,0,0,0,6,1.12766029551308,"Mid"
59016,8,3,0,0,0,6,1.12766029551308,"Mid"
59016,8,3,0,0,1,2,1.12766029551308,"Mid"
59016,8,3,0,0,0,2,1.12766029551308,"Mid"
59016,8,3,0,1,0,5,1.12766029551308,"Mid"
59016,8,3,0,0,1,5,1.12766029551308,"Mid"
59016,8,3,0,0,0,5,1.12766029551308,"Mid"
59016,8,3,0,0,1,4,1.12766029551308,"Mid"
59016,8,3,0,0,1,4,1.12766029551308,"Mid"
59016,8,3,0,1,0,6,1.12766029551308,"Mid"
59016,8,3,0,1,0,6,1.12766029551308,"Mid"
59016,8,3,0,0,1,6,1.12766029551308,"Mid"
59016,8,3,0,0,1,6,1.12766029551308,"Mid"
59016,8,3,0,0,0,6,1.12766029551308,"Mid"
59016,8,3,0,1,0,3,1.12766029551308,"Mid"
59016,8,3,0,0,0,3,1.12766029551308,"Mid"
59016,8,3,0,0,1,6,1.12766029551308,"Mid"
59016,8,3,0,0,0,6,1.12766029551308,"Mid"
59016,8,3,0,0,0,1,1.12766029551308,"Mid"
63132,10,3,0,1,0,6,1.05414053095102,"Mid"
63132,10,3,0,0,1,6,1.05414053095102,"Mid"
63132,10,3,0,0,0,6,1.05414053095102,"Mid"
63132,10,3,0,0,0,6,1.05414053095102,"Mid"
63132,10,3,0,1,0,2,1.05414053095102,"Mid"
63132,10,3,0,1,0,2,1.05414053095102,"Mid"
63132,10,3,0,1,0,5,1.05414053095102,"Mid"
63132,10,3,0,1,0,5,1.05414053095102,"Mid"
63132,10,3,0,0,1,5,1.05414053095102,"Mid"
63132,10,3,0,1,0,4,1.05414053095102,"Mid"
63132,10,3,0,1,0,2,1.05414053095102,"Mid"
63132,10,3,0,0,1,4,1.05414053095102,"Mid"
63132,10,3,0,1,0,6,1.05414053095102,"Mid"
63132,10,3,0,1,0,6,1.05414053095102,"Mid"
63132,10,3,0,0,1,6,1.05414053095102,"Mid"
63132,10,3,0,0,0,6,1.05414053095102,"Mid"
63132,10,3,0,1,0,3,1.05414053095102,"Mid"
63132,10,3,0,0,1,3,1.05414053095102,"Mid"
63132,10,3,0,0,1,3,1.05414053095102,"Mid"
63132,10,3,0,1,0,6,1.05414053095102,"Mid"
63132,10,3,0,0,1,6,1.05414053095102,"Mid"
63132,10,3,0,0,0,1,1.05414053095102,"Mid"
67704,12,3,0,1,0,6,0.982955216826185,"Senior"
67704,12,3,0,0,1,6,0.982955216826185,"Senior"
67704,12,3,0,0,1,6,0.982955216826185,"Senior"
67704,12,3,0,0,0,6,0.982955216826185,"Senior"
67704,12,3,0,1,0,2,0.982955216826185,"Senior"
67704,12,3,0,0,1,2,0.982955216826185,"Senior"
67704,12,3,0,0,1,2,0.982955216826185,"Senior"
67704,12,3,0,1,0,5,0.982955216826185,"Senior"
67704,12,3,0,1,0,5,0.982955216826185,"Senior"
67704,12,3,0,0,1,5,0.982955216826185,"Senior"
67704,12,3,0,0,1,5,0.982955216826185,"Senior"
67704,12,3,0,0,0,5,0.982955216826185,"Senior"
67704,12,3,0,0,1,4,0.982955216826185,"Senior"
67704,12,3,0,0,1,4,0.982955216826185,"Senior"
67704,12,3,0,0,1,6,0.982955216826185,"Senior"
67704,12,3,0,1,0,3,0.982955216826185,"Senior"
67704,12,3,0,0,1,3,0.982955216826185,"Senior"
67704,12,3,0,1,0,6,0.982955216826185,"Senior"
67704,12,3,0,0,1,6,0.982955216826185,"Senior"
67704,12,3,0,0,1,1,0.982955216826185,"Senior"
72588,14,3,0,1,0,6,0.916818206866149,"Senior"
72588,14,3,0,1,0,6,0.916818206866149,"Senior"
72588,14,3,0,0,1,6,0.916818206866149,"Senior"
72588,14,3,0,0,0,6,0.916818206866149,"Senior"
72588,14,3,0,0,0,6,0.916818206866149,"Senior"
72588,14,3,0,1,0,2,0.916818206866149,"Senior"
72588,14,3,0,0,1,2,0.916818206866149,"Senior"
72588,14,3,0,0,0,2,0.916818206866149,"Senior"
72588,14,3,0,1,0,5,0.916818206866149,"Senior"
72588,14,3,0,0,1,5,0.916818206866149,"Senior"
72588,14,3,0,0,1,5,0.916818206866149,"Senior"
72588,14,3,0,0,0,5,0.916818206866149,"Senior"
72588,14,3,0,1,0,4,0.916818206866149,"Senior"
72588,14,3,0,1,0,2,0.916818206866149,"Senior"
72588,14,3,0,0,0,4,0.916818206866149,"Senior"
72588,14,3,0,1,0,6,0.916818206866149,"Senior"
72588,14,3,0,0,1,6,0.916818206866149,"Senior"
72588,14,3,0,0,0,6,0.916818206866149,"Senior"
72588,14,3,0,1,0,3,0.916818206866149,"Senior"
72588,14,3,0,1,0,3,0.916818206866149,"Senior"
72588,14,3,0,0,1,3,0.916818206866149,"Senior"
72588,14,3,0,0,1,3,0.916818206866149,"Senior"
72588,14,3,0,0,0,3,0.916818206866149,"Senior"
72588,14,3,0,1,0,6,0.916818206866149,"Senior"
72588,14,3,0,0,0,6,0.916818206866149,"Senior"
72588,14,3,0,1,0,1,0.916818206866149,"Senior"
72588,14,3,0,0,0,1,0.916818206866149,"Senior"
77832,16,3,0,1,0,6,0.855046767396444,"Senior"
77832,16,3,0,0,1,6,0.855046767396444,"Senior"
77832,16,3,0,1,0,2,0.855046767396444,"Senior"
77832,16,3,0,1,0,2,0.855046767396444,"Senior"
77832,16,3,0,0,1,2,0.855046767396444,"Senior"
77832,16,3,0,0,1,2,0.855046767396444,"Senior"
77832,16,3,0,0,0,2,0.855046767396444,"Senior"
77832,16,3,0,1,0,5,0.855046767396444,"Senior"
77832,16,3,0,0,1,5,0.855046767396444,"Senior"
77832,16,3,0,0,1,5,0.855046767396444,"Senior"
77832,16,3,0,0,0,5,0.855046767396444,"Senior"
77832,16,3,0,1,0,4,0.855046767396444,"Senior"
77832,16,3,0,1,0,2,0.855046767396444,"Senior"
77832,16,3,0,0,1,4,0.855046767396444,"Senior"
77832,16,3,0,0,1,4,0.855046767396444,"Senior"
77832,16,3,0,0,0,4,0.855046767396444,"Senior"
77832,16,3,0,1,0,6,0.855046767396444,"Senior"
77832,16,3,0,1,0,6,0.855046767396444,"Senior"
77832,16,3,0,0,1,6,0.855046767396444,"Senior"
77832,16,3,0,0,1,6,0.855046767396444,"Senior"
77832,16,3,0,0,0,6,0.855046767396444,"Senior"
77832,16,3,0,1,0,3,0.855046767396444,"Senior"
77832,16,3,0,0,1,3,0.855046767396444,"Senior"
77832,16,3,0,0,1,3,0.855046767396444,"Senior"
77832,16,3,0,1,0,6,0.855046767396444,"Senior"
77832,16,3,0,1,0,1,0.855046767396444,"Senior"
77832,16,3,0,0,1,1,0.855046767396444,"Senior"
83076,18,3,0,1,0,6,0.801073715633877,"Senior"
83076,18,3,0,1,0,6,0.801073715633877,"Senior"
83076,18,3,0,0,1,6,0.801073715633877,"Senior"
83076,18,3,0,0,0,6,0.801073715633877,"Senior"
83076,18,3,0,1,0,2,0.801073715633877,"Senior"
83076,18,3,0,1,0,2,0.801073715633877,"Senior"
83076,18,3,0,0,1,2,0.801073715633877,"Senior"
83076,18,3,0,0,0,2,0.801073715633877,"Senior"
83076,18,3,0,1,0,5,0.801073715633877,"Senior"
83076,18,3,0,1,0,5,0.801073715633877,"Senior"
83076,18,3,0,0,1,5,0.801073715633877,"Senior"
83076,18,3,0,0,1,5,0.801073715633877,"Senior"
83076,18,3,0,0,0,5,0.801073715633877,"Senior"
83076,18,3,0,1,0,4,0.801073715633877,"Senior"
83076,18,3,0,1,0,2,0.801073715633877,"Senior"
83076,18,3,0,0,1,4,0.801073715633877,"Senior"
83076,18,3,0,0,0,4,0.801073715633877,"Senior"
83076,18,3,0,1,0,6,0.801073715633877,"Senior"
83076,18,3,0,1,0,6,0.801073715633877,"Senior"
83076,18,3,0,0,1,6,0.801073715633877,"Senior"
83076,18,3,0,0,0,6,0.801073715633877,"Senior"
83076,18,3,0,1,0,3,0.801073715633877,"Senior"
83076,18,3,0,0,1,3,0.801073715633877,"Senior"
83076,18,3,0,0,0,3,0.801073715633877,"Senior"
83076,18,3,0,1,0,6,0.801073715633877,"Senior"
83076,18,3,0,1,0,1,0.801073715633877,"Senior"
83076,18,3,0,0,0,1,0.801073715633877,"Senior"
52464,2,3,0,1,0,6,1.26848886855749,"Entry"
52464,2,3,0,1,0,6,1.26848886855749,"Entry"
52464,2,3,0,0,1,6,1.26848886855749,"Entry"
52464,2,3,0,0,1,6,1.26848886855749,"Entry"
52464,2,3,0,0,0,6,1.26848886855749,"Entry"
52464,2,3,0,0,0,6,1.26848886855749,"Entry"
52464,2,3,0,0,1,2,1.26848886855749,"Entry"
52464,2,3,0,0,1,2,1.26848886855749,"Entry"
52464,2,3,0,0,0,2,1.26848886855749,"Entry"
52464,2,3,0,1,0,5,1.26848886855749,"Entry"
52464,2,3,0,1,0,5,1.26848886855749,"Entry"
52464,2,3,0,0,1,5,1.26848886855749,"Entry"
52464,2,3,0,0,0,5,1.26848886855749,"Entry"
52464,2,3,0,1,0,4,1.26848886855749,"Entry"
52464,2,3,0,1,0,2,1.26848886855749,"Entry"
